amount_received,receiving_currency,amount_paid,payment_currency,payment_format,from_entity_type,from_bank_prefix,from_entity_account_count,from_entity_bank_count,to_entity_type,to_bank_prefix,to_entity_account_count,to_entity_bank_count,hour,day,day_of_week,is_weekend,amount_paid_log1p,amount_received_log1p,amount_abs_diff,amount_ratio_paid_to_received,same_bank,same_account,same_entity,cross_currency,is_laundering
2501.97,US Dollar,2501.97,US Dollar,Cheque,Corporation,Plandor Federal,1,1,Sole Proprietorship,Savings,1,1,22,5,0,0,7.825233305742687,7.825233305742687,0.0,1.0,0,0,0,0,0
4039.03,Saudi Riyal,4039.03,Saudi Riyal,Cheque,Sole Proprietorship,Willows Thrift,4793,773,Partnership,Saudi Arabia,2,2,5,6,1,0,8.3040073966702,8.3040073966702,0.0,1.0,0,0,0,0,0
3010.28,Euro,3010.28,Euro,Cheque,Corporation,Italy,3,3,Sole Proprietorship,Greece,2,2,4,6,1,0,8.010120516519555,8.010120516519555,0.0,1.0,0,0,0,0,0
174.95,US Dollar,174.95,US Dollar,ACH,Partnership,National,1,1,Sole Proprietorship,Plateau Cooperative,1,1,15,5,0,0,5.170199863767594,5.170199863767594,0.0,1.0,0,0,0,0,0
287.41,US Dollar,287.41,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Sole Proprietorship,First,1,1,0,6,1,0,5.664383078873463,5.664383078873463,0.0,1.0,0,0,0,0,0
12626.58,Mexican Peso,12626.58,Mexican Peso,Cheque,Partnership,Mexico,9,9,Sole Proprietorship,Mexico,301,165,2,6,1,0,9.443638589701273,9.443638589701273,0.0,1.0,0,0,0,0,0
4403.71,Australian Dollar,4403.71,Australian Dollar,Credit Card,Sole Proprietorship,Australia,2,2,Sole Proprietorship,Australia,1,1,1,6,1,0,8.39042970192388,8.39042970192388,0.0,1.0,0,0,0,0,0
0.199061,Bitcoin,0.199061,Bitcoin,Bitcoin,Partnership,Willows Thrift,8899,695,Partnership,Crytpo,889,264,22,5,0,0,0.18153875048102597,0.18153875048102597,0.0,1.0,0,0,0,0,0
52819.51,Yuan,52819.51,Yuan,Cheque,Corporation,China,2,2,Partnership,China,1,1,4,6,1,0,10.874654841238058,10.874654841238058,0.0,1.0,0,0,0,0,0
140350.77,Brazil Real,140350.77,Brazil Real,Credit Card,Partnership,Canada,8,8,Corporation,Canada,5,5,19,5,0,0,11.851907193039327,11.851907193039327,0.0,1.0,1,0,0,0,0
160.14,US Dollar,160.14,US Dollar,Credit Card,Corporation,Desert Savings,5,5,Corporation,Spruce,1,1,15,5,0,0,5.08227355234905,5.08227355234905,0.0,1.0,0,0,0,0,0
0.251382,Bitcoin,0.251382,Bitcoin,Bitcoin,Partnership,Brazil,8899,695,Sole Proprietorship,Crytpo,1114,458,14,5,0,0,0.22424854058863378,0.22424854058863378,0.0,1.0,0,0,0,0,0
662.02,Swiss Franc,662.02,Swiss Franc,Cheque,Corporation,Switzerland,6,6,Partnership,Switzerland,1,1,23,5,0,0,6.4968051556434,6.4968051556434,0.0,1.0,0,0,0,0,0
2674.79,Brazil Real,2674.79,Brazil Real,Cheque,Sole Proprietorship,Brazil,3,3,Sole Proprietorship,Savings,1,1,14,5,0,0,7.891999942832446,7.891999942832446,0.0,1.0,0,0,0,0,0
1996.1,Swiss Franc,1996.1,Swiss Franc,Cheque,Corporation,Switzerland,2775,590,Partnership,Switzerland,6,6,18,5,0,0,7.599451407274768,7.599451407274768,0.0,1.0,0,0,0,0,0
273.14,US Dollar,273.14,US Dollar,Cheque,Corporation,Desert,1,1,Corporation,National,1,1,14,5,0,0,5.613638924803235,5.613638924803235,0.0,1.0,0,0,0,0,0
0.67,US Dollar,0.67,US Dollar,Credit Card,Partnership,First,8,8,Sole Proprietorship,Bank of Augusta,1,1,0,6,1,0,0.5128236264286639,0.5128236264286639,0.0,1.0,0,0,0,0,0
972.3,US Dollar,972.3,US Dollar,Credit Card,Partnership,Oak Savings,1,1,Partnership,Savings,7,6,3,6,1,0,6.880692359432448,6.880692359432448,0.0,1.0,0,0,0,0,0
1490.0,Yuan,1490.0,Yuan,Credit Card,Corporation,China,1,1,Sole Proprietorship,China,1,1,1,6,1,0,7.307202314764738,7.307202314764738,0.0,1.0,0,0,0,0,0
357.43,Shekel,357.43,Shekel,Cash,Corporation,Israel,6,6,Sole Proprietorship,Israel,3,3,15,5,0,0,5.88173338295482,5.88173338295482,0.0,1.0,0,0,0,0,0
2501.16,Brazil Real,2501.16,Brazil Real,ACH,Sole Proprietorship,Brazil,1,1,Sole Proprietorship,Brazil,6,6,22,5,0,0,7.8249096378231435,7.8249096378231435,0.0,1.0,0,0,0,0,0
2665.59,US Dollar,2665.59,US Dollar,Cheque,Sole Proprietorship,Savings,1,1,Corporation,Golden Trust,1,1,14,5,0,0,7.888555781580574,7.888555781580574,0.0,1.0,0,0,0,0,0
697.05,Australian Dollar,697.05,Australian Dollar,Credit Card,Corporation,Willows Thrift,31,28,Sole Proprietorship,Australia,1,1,23,5,0,0,6.548290733434657,6.548290733434657,0.0,1.0,0,0,0,0,0
192.53,US Dollar,192.53,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Corporation,Savings,1,1,2,6,1,0,5.26543253921226,5.26543253921226,0.0,1.0,0,0,0,0,0
0.0398,Bitcoin,0.0398,Bitcoin,Bitcoin,Partnership,Willows Thrift,8899,695,Partnership,First,8899,695,13,5,0,0,0.039028386967478346,0.039028386967478346,0.0,1.0,0,0,1,0,0
0.34723,Bitcoin,0.34723,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Corporation,Crytpo,1765,313,5,6,1,0,0.298050632666539,0.298050632666539,0.0,1.0,0,0,0,0,0
416.97,Euro,416.97,Euro,Cheque,Sole Proprietorship,Belgium,3,3,Corporation,Germany,3,3,4,6,1,0,6.035409659614214,6.035409659614214,0.0,1.0,0,0,0,0,0
3691.83,US Dollar,3691.83,US Dollar,Credit Card,Sole Proprietorship,Desert,1,1,Partnership,Capital Community,1,1,18,5,0,0,8.214148380757537,8.214148380757537,0.0,1.0,0,0,0,0,0
35293.85,Euro,35293.85,Euro,Cheque,Sole Proprietorship,France,1,1,Sole Proprietorship,Germany,9,9,1,6,1,0,10.471492339926789,10.471492339926789,0.0,1.0,0,0,0,0,0
5629.45,US Dollar,5629.45,US Dollar,Credit Card,Partnership,National,1,1,Sole Proprietorship,First,1,1,15,5,0,0,8.63594464689163,8.63594464689163,0.0,1.0,0,0,0,0,0
234.49,US Dollar,234.49,US Dollar,Cheque,Partnership,Desert,5,5,Corporation,National,1,1,3,6,1,0,5.461668449709889,5.461668449709889,0.0,1.0,0,0,0,0,0
3498.51,Rupee,3498.51,Rupee,ACH,Sole Proprietorship,India,6,6,Partnership,India,1,1,5,6,1,0,8.160378237676591,8.160378237676591,0.0,1.0,0,0,0,0,0
9183.39,Yuan,9183.39,Yuan,Cheque,Corporation,National,12,11,Sole Proprietorship,China,20,19,22,5,0,0,9.125260582814523,9.125260582814523,0.0,1.0,0,0,0,0,0
1646.9,Euro,1646.9,Euro,Credit Card,Sole Proprietorship,Spain,8,7,Partnership,France,1,1,0,6,1,0,7.407257029016685,7.407257029016685,0.0,1.0,0,0,0,0,0
17984.75,Yen,17984.75,Yen,Cheque,Sole Proprietorship,Mexico,8,7,Corporation,Japan,7,6,2,6,1,0,9.797335056678092,9.797335056678092,0.0,1.0,0,0,0,0,0
898475.12,Shekel,898475.12,Shekel,Cheque,Corporation,Israel,5,5,Corporation,Israel,1,1,17,5,0,0,13.708455407223177,13.708455407223177,0.0,1.0,0,0,0,0,0
136.62,US Dollar,136.62,US Dollar,Cheque,Corporation,Savings,1,1,Corporation,National,1,1,2,6,1,0,4.9244962637743335,4.9244962637743335,0.0,1.0,0,0,0,0,0
7351.05,Australian Dollar,7351.05,Australian Dollar,Credit Card,Partnership,Australia,4,4,Sole Proprietorship,Australia,1,1,23,5,0,0,8.902734464882908,8.902734464882908,0.0,1.0,0,0,0,0,0
1137.66,Euro,1137.66,Euro,Credit Card,Partnership,Belgium,1,1,Sole Proprietorship,France,1,1,15,5,0,0,7.037607411422274,7.037607411422274,0.0,1.0,0,0,0,0,0
13.43,Yuan,13.43,Yuan,ACH,Sole Proprietorship,China,1,1,Sole Proprietorship,China,1,1,6,6,1,0,2.6693093727857793,2.6693093727857793,0.0,1.0,0,0,0,0,0
532.39,Brazil Real,532.39,Brazil Real,Cash,Partnership,Brazil,2,2,Partnership,Savings,2,2,2,6,1,0,6.279252863915631,6.279252863915631,0.0,1.0,0,0,0,0,0
461440.75,Yen,461440.75,Yen,Cheque,Partnership,Mexico,9,9,Sole Proprietorship,Japan,1,1,16,5,0,0,13.042111106107203,13.042111106107203,0.0,1.0,0,0,0,0,0
6006.82,Canadian Dollar,6006.82,Canadian Dollar,Cheque,Partnership,Canada,1,1,Corporation,Canada,1,1,0,6,1,0,8.700817232941898,8.700817232941898,0.0,1.0,0,0,0,0,0
193.42,Euro,193.42,Euro,Wire,Partnership,Italy,1,1,Corporation,Slovakia,1,1,0,6,1,0,5.270020767392923,5.270020767392923,0.0,1.0,0,0,0,0,0
222.59,Euro,222.59,Euro,Credit Card,Sole Proprietorship,Willows Thrift,13,11,Sole Proprietorship,Spain,1,1,14,5,0,0,5.409814017561712,5.409814017561712,0.0,1.0,0,0,0,0,0
4307.41,Euro,4307.41,Euro,Credit Card,Partnership,Italy,1,1,Sole Proprietorship,Netherlands,1,1,21,5,0,0,8.368324205521178,8.368324205521178,0.0,1.0,0,0,0,0,0
30.85,Euro,30.85,Euro,Wire,Partnership,Spain,2,2,Corporation,Finland,3,3,17,5,0,0,3.4610373820181723,3.4610373820181723,0.0,1.0,0,0,0,0,0
0.100846,Bitcoin,0.100846,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Partnership,Crytpo,889,264,16,5,0,0,0.09607897511455445,0.09607897511455445,0.0,1.0,0,0,0,0,0
3393307.87,Yuan,3393307.87,Yuan,Cash,Partnership,China,2,2,Sole Proprietorship,China,2,2,0,6,1,0,15.037316071158763,15.037316071158763,0.0,1.0,0,0,0,0,0
2004.13,Australian Dollar,2004.13,Australian Dollar,Credit Card,Sole Proprietorship,Australia,2,2,Sole Proprietorship,Australia,57,44,5,6,1,0,7.60346417554402,7.60346417554402,0.0,1.0,0,0,0,0,0
3089.6,Euro,3089.6,Euro,Cheque,Sole Proprietorship,France,3,3,Corporation,Spain,4,4,17,5,0,0,8.036120525799594,8.036120525799594,0.0,1.0,0,0,0,0,0
2.209205,Bitcoin,2.209205,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Partnership,Crytpo,620,280,17,5,0,0,1.1660232429168407,1.1660232429168407,0.0,1.0,0,0,0,0,0
160018.4,Yen,160018.4,Yen,Cheque,Sole Proprietorship,Willows Thrift,68,44,Partnership,Japan,1,1,13,5,0,0,11.983050336865777,11.983050336865777,0.0,1.0,0,0,0,0,0
1810.05,US Dollar,1810.05,US Dollar,ACH,Sole Proprietorship,Savings,1,1,Partnership,National,1,1,5,6,1,0,7.501662066558061,7.501662066558061,0.0,1.0,0,0,0,0,0
3973.24,US Dollar,3973.24,US Dollar,Cheque,Sole Proprietorship,First,4,4,Partnership,Acme Credit Union,6,6,14,5,0,0,8.287588813839792,8.287588813839792,0.0,1.0,0,0,0,0,0
153.01,US Dollar,153.01,US Dollar,ACH,Corporation,National,1,1,Sole Proprietorship,First,1,1,18,5,0,0,5.037017535370374,5.037017535370374,0.0,1.0,0,0,0,0,0
1554.07,US Dollar,1554.07,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Partnership,Plandor Community,7,7,16,5,0,0,7.349275839677312,7.349275839677312,0.0,1.0,0,0,0,0,0
12090.21,Mexican Peso,12090.21,Mexican Peso,Credit Card,Sole Proprietorship,Mexico,1,1,Corporation,Mexico,696,239,3,6,1,0,9.400234021313883,9.400234021313883,0.0,1.0,0,0,0,0,0
1636.59,US Dollar,1636.59,US Dollar,Cheque,Sole Proprietorship,First,1,1,Partnership,Savings,1,1,21,5,0,0,7.400980927831122,7.400980927831122,0.0,1.0,0,0,0,0,0
0.009151,Bitcoin,0.009151,Bitcoin,Bitcoin,Sole Proprietorship,Crytpo,1517,615,Partnership,Crytpo,1568,375,14,5,0,0,0.009109383296463418,0.009109383296463418,0.0,1.0,0,0,0,0,0
0.004765,Bitcoin,0.004765,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Sole Proprietorship,Saudi Arabia,1517,615,0,6,1,0,0.004753683322573252,0.004753683322573252,0.0,1.0,0,0,0,0,0
9382.22,US Dollar,9382.22,US Dollar,ACH,Corporation,Belgium,1,1,Partnership,First,4,4,8,8,3,0,9.146678266674032,9.146678266674032,0.0,1.0,0,0,0,0,1
587.02,US Dollar,587.02,US Dollar,ACH,Partnership,Heath Trust,1,1,Sole Proprietorship,National,1,1,3,6,1,0,6.37676096092562,6.37676096092562,0.0,1.0,0,0,0,0,0
86.76,US Dollar,86.76,US Dollar,Credit Card,Sole Proprietorship,Savings,8,8,Sole Proprietorship,Bank of Miami,4,4,0,6,1,0,4.474605815966975,4.474605815966975,0.0,1.0,0,0,0,0,0
2414.34,Euro,2414.34,Euro,Cheque,Sole Proprietorship,Belgium,5,5,Partnership,Germany,3,3,0,6,1,0,7.789595342926631,7.789595342926631,0.0,1.0,0,0,0,0,0
222945.3,Ruble,222945.3,Ruble,Cheque,Corporation,Russia,2,2,Corporation,Russia,1,1,13,5,0,0,12.314686214268665,12.314686214268665,0.0,1.0,0,0,0,0,0
112.82,US Dollar,112.82,US Dollar,Cheque,Corporation,First,1,1,Partnership,Flagstone Community,1,1,6,6,1,0,4.734618253174978,4.734618253174978,0.0,1.0,0,0,0,0,0
18857.63,Mexican Peso,18857.63,Mexican Peso,Credit Card,Sole Proprietorship,Mexico,4,4,Corporation,Mexico,696,239,21,5,0,0,9.844725913039985,9.844725913039985,0.0,1.0,0,0,0,0,0
614.29,US Dollar,614.29,US Dollar,ACH,Partnership,France,26,25,Sole Proprietorship,Oasis Credit Union,4,4,1,7,2,0,6.422093701379693,6.422093701379693,0.0,1.0,0,0,0,0,1
1986.72,US Dollar,1986.72,US Dollar,Cheque,Partnership,Regents Thrift,1,1,Partnership,Brook Credit Union,1,1,15,5,0,0,7.594743532226499,7.594743532226499,0.0,1.0,0,0,0,0,0
1188.89,Canadian Dollar,1188.89,Canadian Dollar,Cheque,Corporation,Canada,2,2,Sole Proprietorship,Canada,1,1,21,5,0,0,7.081616144858224,7.081616144858224,0.0,1.0,0,0,0,0,0
48743.67,US Dollar,48743.67,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Corporation,Mountain Credit Union,1,1,1,6,1,0,10.794351137115335,10.794351137115335,0.0,1.0,0,0,0,0,0
142.0,Euro,142.0,Euro,Credit Card,Partnership,Italy,1,1,Corporation,Germany,67,67,18,5,0,0,4.962844630259907,4.962844630259907,0.0,1.0,0,0,0,0,0
934.95,US Dollar,934.95,US Dollar,Cheque,Sole Proprietorship,Plandor Trust,1,1,Sole Proprietorship,Sunrise Credit Union,1,1,0,6,1,0,6.841562056247338,6.841562056247338,0.0,1.0,0,0,0,0,0
40951.11,US Dollar,40951.11,US Dollar,Cheque,Sole Proprietorship,The Pine Community,1,1,Partnership,First,1,1,18,5,0,0,10.62015861420531,10.62015861420531,0.0,1.0,0,0,0,0,0
4211.72,Brazil Real,4211.72,Brazil Real,ACH,Corporation,Brazil,7,7,Corporation,Brazil,4055,869,0,6,1,0,8.3458637988162,8.3458637988162,0.0,1.0,0,0,0,0,0
414.01,Brazil Real,73.32,US Dollar,ACH,Sole Proprietorship,Savings,5,5,Sole Proprietorship,Savings,5,5,18,5,0,0,4.308380094505583,6.028302616325927,340.69,0.17709717156590418,1,1,1,1,0
22983.82,US Dollar,22983.82,US Dollar,Cheque,Partnership,Oasis Credit Union,6,6,Corporation,First,1,1,15,5,0,0,10.042589277015407,10.042589277015407,0.0,1.0,0,0,0,0,0
2831.1,US Dollar,2831.1,US Dollar,Credit Card,Partnership,Capital Trust,8,8,Sole Proprietorship,First,1,1,17,5,0,0,7.948773764924664,7.948773764924664,0.0,1.0,0,0,0,0,0
5000.84,Shekel,5000.84,Shekel,Cheque,Corporation,Slovakia,9,9,Sole Proprietorship,Israel,1,1,5,6,1,0,8.517561123720846,8.517561123720846,0.0,1.0,0,0,0,0,0
1439.43,Canadian Dollar,1439.43,Canadian Dollar,Cheque,Corporation,Savings,1,1,Corporation,Canada,1,1,20,5,0,0,7.272696959105733,7.272696959105733,0.0,1.0,0,0,0,0,0
17542.96,Yuan,17542.96,Yuan,Cheque,Partnership,China,4,4,Partnership,China,6,6,5,6,1,0,9.772465010113365,9.772465010113365,0.0,1.0,0,0,0,0,0
59.39,Euro,59.39,Euro,Credit Card,Sole Proprietorship,Germany,14,14,Sole Proprietorship,Portugal,6,6,7,6,1,0,4.10082352831981,4.10082352831981,0.0,1.0,0,0,0,0,0
6922.08,Swiss Franc,7565.12,US Dollar,ACH,Partnership,First,7,6,Partnership,First,7,6,23,5,0,0,8.931435665495432,8.842616036295212,643.04,1.0928969327138665,1,1,1,1,0
30823.26,Rupee,30823.26,Rupee,Cheque,Corporation,Slovakia,1,1,Corporation,India,3,3,22,5,0,0,10.336057321256144,10.336057321256144,0.0,1.0,0,0,0,0,0
1915.54,Brazil Real,1915.54,Brazil Real,Cheque,Individual,Brazil,64,42,Corporation,Brazil,1,1,21,5,0,0,7.558276755982925,7.558276755982925,0.0,1.0,0,0,0,0,0
24.71,Saudi Riyal,24.71,Saudi Riyal,Credit Card,Sole Proprietorship,Israel,11,10,Corporation,Japan,10,10,2,6,1,0,3.246880021277798,3.246880021277798,0.0,1.0,0,0,0,0,0
2726.18,Australian Dollar,2726.18,Australian Dollar,Credit Card,Partnership,Australia,1,1,Corporation,Australia,4795,699,2,6,1,0,7.9110233872679085,7.9110233872679085,0.0,1.0,0,0,0,0,0
778670.49,Rupee,778670.49,Rupee,Cheque,Corporation,India,907,330,Partnership,India,1,1,17,5,0,0,13.565344528592275,13.565344528592275,0.0,1.0,0,0,0,0,0
119831.2,Rupee,119831.2,Rupee,Credit Card,Partnership,India,1,1,Sole Proprietorship,India,2,2,2,6,1,0,11.693847709850433,11.693847709850433,0.0,1.0,0,0,0,0,0
1045.13,Euro,1045.13,Euro,Credit Card,Corporation,Lithuania,2,2,Sole Proprietorship,France,1,1,19,5,0,0,6.95285291988517,6.95285291988517,0.0,1.0,0,0,0,0,0
5959.54,Australian Dollar,5959.54,Australian Dollar,ACH,Sole Proprietorship,Australia,8,8,Corporation,Australia,2,2,3,6,1,0,8.692916359981945,8.692916359981945,0.0,1.0,0,0,0,0,0
1778.7,US Dollar,1778.7,US Dollar,Credit Card,Sole Proprietorship,Savings,1,1,Sole Proprietorship,First,10,10,14,5,0,0,7.48420008975594,7.48420008975594,0.0,1.0,0,0,0,0,0
1685.86,Canadian Dollar,1685.86,Canadian Dollar,ACH,Sole Proprietorship,Bank of Bridgeport,1,1,Corporation,Bank of Bridgeport,1,1,4,6,1,0,7.430624091550444,7.430624091550444,0.0,1.0,1,0,0,0,0
142.04,Yen,142.04,Yen,Credit Card,Sole Proprietorship,Japan,2,2,Partnership,Japan,2,2,6,6,1,0,4.963124311425204,4.963124311425204,0.0,1.0,0,0,0,0,0
17610.02,Canadian Dollar,17610.02,Canadian Dollar,ACH,Partnership,Canada,5,5,Corporation,Canada,1,1,22,5,0,0,9.776280121448293,9.776280121448293,0.0,1.0,0,0,0,0,0
1336.7,Euro,1336.7,Euro,Cheque,Sole Proprietorship,Germany,1,1,Sole Proprietorship,Italy,1,1,20,5,0,0,7.198707000301541,7.198707000301541,0.0,1.0,0,0,0,0,0
4601.55,US Dollar,4601.55,US Dollar,ACH,Partnership,Bank of Denver,1,1,Corporation,Mountain Cooperative,1,1,17,5,0,0,8.434365776709278,8.434365776709278,0.0,1.0,0,0,0,0,0
1723.89,US Dollar,1723.89,US Dollar,Credit Card,Corporation,First,1,1,Partnership,Arbor Savings,1,1,16,5,0,0,7.452918559316245,7.452918559316245,0.0,1.0,0,0,0,0,0
113221.07,Australian Dollar,113221.07,Australian Dollar,Cheque,Partnership,France,26,25,Partnership,Australia,1,1,2,6,1,0,11.63710639041239,11.63710639041239,0.0,1.0,0,0,0,0,0
11355.85,Swiss Franc,11355.85,Swiss Franc,ACH,Sole Proprietorship,Japan,6,6,Sole Proprietorship,Canada,1,1,19,5,0,0,9.337576365091119,9.337576365091119,0.0,1.0,0,0,0,0,0
26906.13,Ruble,26906.13,Ruble,Cheque,Corporation,Willows Thrift,865,182,Partnership,China,1,1,14,5,0,0,10.20014658623094,10.20014658623094,0.0,1.0,0,0,0,0,0
9875.61,US Dollar,9875.61,US Dollar,ACH,Corporation,Sea,1,1,Partnership,Plateau Credit Union,1,1,12,7,2,0,9.19792461445476,9.19792461445476,0.0,1.0,0,0,0,0,1
0.001293,Bitcoin,0.001293,Bitcoin,Bitcoin,Partnership,Crytpo,8899,695,Partnership,Crytpo,727,306,23,5,0,0,0.0012921647953688714,0.0012921647953688714,0.0,1.0,0,0,0,0,0
3714.44,Yuan,3714.44,Yuan,Credit Card,Partnership,China,2,2,Sole Proprietorship,China,2,2,13,5,0,0,8.22025238890032,8.22025238890032,0.0,1.0,0,0,0,0,0
1045090.83,Euro,1045090.83,Euro,Cheque,Corporation,Germany,4,4,Corporation,France,1,1,23,5,0,0,13.859615315118301,13.859615315118301,0.0,1.0,0,0,0,0,0
308.02,Euro,308.02,Euro,Cheque,Partnership,First,2,2,Corporation,Germany,4,4,23,5,0,0,5.733405999722272,5.733405999722272,0.0,1.0,0,0,0,0,0
664.78,US Dollar,664.78,US Dollar,Cheque,Corporation,National,5,5,Sole Proprietorship,Sunrise Federal,1,1,22,5,0,0,6.500959285638977,6.500959285638977,0.0,1.0,0,0,0,0,0
236.07,Euro,236.07,Euro,Cash,Partnership,Italy,2,2,Partnership,France,3,3,23,5,0,0,5.468355456175141,5.468355456175141,0.0,1.0,0,0,0,0,0
0.043147,Bitcoin,0.043147,Bitcoin,Bitcoin,Corporation,Crytpo,1765,313,Sole Proprietorship,Crytpo,414,237,19,5,0,0,0.04224210568489889,0.04224210568489889,0.0,1.0,0,0,0,0,0
390.29,US Dollar,390.29,US Dollar,Credit Card,Sole Proprietorship,Baltech,1,1,Partnership,Savings,1,1,17,5,0,0,5.9694489730503015,5.9694489730503015,0.0,1.0,0,0,0,0,0
2414.22,Euro,2414.22,Euro,Cheque,Corporation,Italy,11,11,Sole Proprietorship,Spain,1,1,3,6,1,0,7.789545659246054,7.789545659246054,0.0,1.0,0,0,0,0,0
482.05,Brazil Real,482.05,Brazil Real,Credit Card,Sole Proprietorship,Brazil,8,8,Partnership,Brazil,1,1,19,5,0,0,6.180120167963518,6.180120167963518,0.0,1.0,0,0,0,0,0
25736.3,Yuan,25736.3,Yuan,Cash,Corporation,China,1,1,Sole Proprietorship,China,2,2,5,6,1,0,10.155696580543346,10.155696580543346,0.0,1.0,0,0,0,0,0
49.37,US Dollar,49.37,US Dollar,Credit Card,Sole Proprietorship,First,12,12,Sole Proprietorship,First,1,1,0,6,1,0,3.9193957597575593,3.9193957597575593,0.0,1.0,0,0,0,0,0
180.38,Australian Dollar,180.38,Australian Dollar,Cheque,Corporation,Australia,1,1,Partnership,Mexico,1,1,20,5,0,0,5.200594278019421,5.200594278019421,0.0,1.0,0,0,0,0,0
20.45,US Dollar,20.45,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Sole Proprietorship,Regents Cooperative,1,1,22,5,0,0,3.065724645374026,3.065724645374026,0.0,1.0,0,0,0,0,1
2003094.22,Yuan,2003094.22,Yuan,Cheque,Partnership,China,114,56,Sole Proprietorship,China,2,2,3,6,1,0,14.51020415220999,14.51020415220999,0.0,1.0,0,0,0,0,0
935892.88,Mexican Peso,935892.88,Mexican Peso,ACH,Corporation,Mexico,1,1,Sole Proprietorship,Mexico,1,1,2,6,1,0,13.7492573729638,13.7492573729638,0.0,1.0,0,0,0,0,0
5118.45,US Dollar,5118.45,US Dollar,ACH,Corporation,National,3,3,Sole Proprietorship,First,1,1,14,7,2,0,8.540802290388411,8.540802290388411,0.0,1.0,0,0,0,0,1
258.76,Canadian Dollar,258.76,Canadian Dollar,Credit Card,Partnership,Canada,1,1,Sole Proprietorship,Bank of Bridgeport,1,1,1,6,1,0,5.55975812779459,5.55975812779459,0.0,1.0,0,0,0,0,0
5235.0,US Dollar,5235.0,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Sole Proprietorship,Fieldstone Federal,1,1,22,5,0,0,8.56331312702979,8.56331312702979,0.0,1.0,0,0,0,0,0
81.55,US Dollar,81.55,US Dollar,Cheque,Partnership,Willows Thrift,3,3,Partnership,Desert Savings,1,1,20,5,0,0,4.413404170366137,4.413404170366137,0.0,1.0,0,0,0,0,0
236.02,US Dollar,236.02,US Dollar,Cheque,Sole Proprietorship,Savings,4,4,Sole Proprietorship,National,1,1,7,6,1,0,5.4681445257603025,5.4681445257603025,0.0,1.0,0,0,0,0,0
4084.31,US Dollar,4084.31,US Dollar,ACH,Partnership,Bank of Philadelphia,7,7,Sole Proprietorship,National,1,1,3,6,1,0,8.315152891807701,8.315152891807701,0.0,1.0,0,0,0,0,1
1757.77,Euro,1757.77,Euro,Wire,Sole Proprietorship,France,2,2,Corporation,Germany,4,4,6,6,1,0,7.472369980076806,7.472369980076806,0.0,1.0,0,0,0,0,0
901968.24,Euro,901968.24,Euro,ACH,Corporation,France,7,7,Partnership,France,9,9,1,6,1,0,13.71233569646771,13.71233569646771,0.0,1.0,0,0,0,0,0
28211.85,Brazil Real,28211.85,Brazil Real,ACH,Corporation,Brazil,4055,869,Sole Proprietorship,Brazil,6,6,16,5,0,0,10.247532826897311,10.247532826897311,0.0,1.0,0,0,0,0,0
24.53,US Dollar,24.53,US Dollar,Wire,Corporation,Brook Credit Union,1,1,Sole Proprietorship,First,1,1,3,6,1,0,3.2398542312533927,3.2398542312533927,0.0,1.0,0,0,0,0,0
5208.13,US Dollar,5208.13,US Dollar,Credit Card,Partnership,Regents Thrift,4,4,Sole Proprietorship,Willows Federal,1,1,7,6,1,0,8.558168134239304,8.558168134239304,0.0,1.0,0,0,0,0,0
35.22,Euro,35.22,Euro,Cash,Sole Proprietorship,Germany,6,6,Corporation,Portugal,6,6,22,5,0,0,3.589611452455267,3.589611452455267,0.0,1.0,0,0,0,0,0
1254643.3,Brazil Real,1254643.3,Brazil Real,Cheque,Sole Proprietorship,Willows Thrift,18,14,Partnership,Brazil,5,5,21,5,0,0,14.042362664080377,14.042362664080377,0.0,1.0,0,0,0,0,1
8884.45,Saudi Riyal,8884.45,Saudi Riyal,Cheque,Partnership,Israel,8,8,Sole Proprietorship,Saudi Arabia,1,1,21,5,0,0,9.092170386464359,9.092170386464359,0.0,1.0,0,0,0,0,0
6884.26,Euro,6884.26,Euro,Cheque,Partnership,France,1,1,Corporation,France,19,18,4,6,1,0,8.837138173703192,8.837138173703192,0.0,1.0,0,0,0,0,0
1912.44,Saudi Riyal,1912.44,Saudi Riyal,Cheque,Corporation,Saudi Arabia,2,2,Corporation,Saudi Arabia,1,1,2,6,1,0,7.556657948220497,7.556657948220497,0.0,1.0,0,0,0,0,0
29.61,US Dollar,29.61,US Dollar,Credit Card,Corporation,Arbor Federal,4,4,Corporation,National,6,6,14,5,0,0,3.421326752957321,3.421326752957321,0.0,1.0,0,0,0,0,0
20058.13,Swiss Franc,20058.13,Swiss Franc,Credit Card,Sole Proprietorship,Switzerland,1,1,Partnership,Switzerland,9,8,15,5,0,0,9.906439690685097,9.906439690685097,0.0,1.0,0,0,0,0,0
